Chr	Start	End	gene	endosperm	root	shoot	anther	base	middle	tip	ear	tassel	
4	247008372	247026143	Zm00026ab209470	0.00985681	0.0132962	0.0110836	0.0455669	0.0122215	0.0104994	0.00188844	0	0.0224745	
4	247050852	247055611	Zm00026ab209490	8.22514	7.18168	55.1412	11.1038	12.7917	24.1084	29.5988	10.5606	9.59944	
4	247050852	247057247	Zm00026ab209500	6.12127	5.39397	41.0408	8.33955	9.64428	17.971	22.0226	7.93282	7.28144	
4	247056296	247056996	Zm00026ab209510	0	0.224727	0.0702487	0.308061	0.516405	0.177456	0	0.268074	0.284891	
4	247060186	247061534	Zm00026ab209520	1.55827	0.496307	0.602321	0.320164	0.295182	0.39191	0.0995146	1.23051	0.503343	
4	247076631	247082182	Zm00026ab209530	12.3998	30.9066	8.84305	17.8241	25.1679	17.3645	14.5017	12.9804	19.6831	
4	247101103	247101761	Zm00026ab209540	5.4493	0	0	0.122885	0	0	0	0	0	
4	247105293	247105679	Zm00026ab209550	0	0	0	0	0	0	0	0	0	
4	247117950	247118900	Zm00026ab209560	117.29	0	0.103563	0	0.0380652	0	0	0	0	
4	247120586	247123985	Zm00026ab209580	50.9811	28.6341	20.7912	38.0772	56.9086	59.994	29.3365	53.2716	78.1683	
4	247177603	247178884	Zm00026ab209590	0	0	537.328	105.406	30.4114	297.868	969.927	2.68736	69.2282	
4	247221881	247222578	Zm00026ab209600	5.77225	0	0	0	0	0	0	0	0	
4	247223978	247224345	Zm00026ab209610	0	0	0	0	0	0	0	0.170217	0.217075	
4	247270376	247270884	Zm00026ab209620	0	0	0	0	0	0	0	0	0.156942	
4	247351577	247351944	Zm00026ab209630	0	0	0	0	0	0	0	0	0.217075	
4	247395035	247396124	Zm00026ab209640	3.41511	0.867157	3.34319	1.78308	2.25835	3.39523	0.523433	13.7348	2.30856	
4	247398154	247399819	Zm00026ab209650	0.0262868	0	0	0.0162028	0.0217287	0	0	0	0	
4	247401569	247411567	Zm00026ab209660	0	0	0	0	0.00362036	0	0	0.00626462	0	
4	247439409	247439865	Zm00026ab209670	2.9707	0	0	0.0590674	0	0	0	0	0	
4	247440487	247445352	Zm00026ab209680	64.8627	43.8592	22.6538	9.2975	19.8408	7.52874	5.7108	66.2959	24.6989	
4	247466020	247483290	Zm00026ab209690	0.327103	0.408177	0.429116	4.04806	8.11152	1.71603	0.2293	1.1461	2.34734	
4	247479319	247479597	Zm00026ab209700	0	0	0	0.870768	2.33548	0.3344	0	0.336774	0.14316	
4	247484165	247486074	Zm00026ab209710	91.967	73.4882	53.4468	10.741	137.408	28.0381	5.51741	86.2201	49.7285	
4	247486934	247490613	Zm00026ab209720	16.9225	13.1635	38.2647	13.0274	10.0239	25.7329	31.0624	9.95771	8.4225	
4	247503480	247505458	Zm00026ab209730	9.73687	6.66672	8.47281	3.61463	8.65215	11.8174	10.1583	11.2207	8.90061	
4	247521101	247522810	Zm00026ab209750	10.5259	4.21472	9.73367	7.84557	4.61497	2.34608	13.8759	11.777	11.3519	
4	247523444	247527703	Zm00026ab209760	7.59709	5.71337	88.0791	7.80032	20.7343	73.0393	23.9892	9.83712	9.87292	
4	247535580	247538986	Zm00026ab209770	58.576	18.4837	12.7049	0.253537	0.701262	0.273841	0.177312	26.5397	2.43847	
4	247540482	247542253	Zm00026ab209780	0.939145	2.40034	2.5706	0.639808	1.26659	0.421208	0.416675	4.98433	3.51632	
4	247608197	247618732	Zm00026ab209790	176.638	95.8232	53.4906	20.5118	37.7118	22.7163	21.6862	83.8558	32.6896	
4	247619397	247620304	Zm00026ab209800	2.31509	2.51568	5.80302	5.11337	9.40881	33.1542	40.4732	16.4878	7.21415	
4	247621035	247624197	Zm00026ab209810	18.4839	40.3297	14.1521	27.2925	21.5277	32.4462	45.9226	48.3415	29.9026	
4	247629540	247631422	Zm00026ab209820	1.34893	7.96871	3.68744	0.430066	0.115348	0.0990946	0.178233	21.7892	0.381812	
4	247655992	247660487	Zm00026ab209840	3.62351	5.36091	1.30887	5.29549	1.69889	1.75694	4.62812	4.13791	2.6385	
4	247713734	247716895	Zm00026ab209850	12.3819	3.26327	1.11353	0.0682955	0.14883	0.196706	0.0424558	1.33719	0.0505272	
4	247751890	247757867	Zm00026ab209880	23.6185	38.0987	25.1741	14.7793	32.2155	12.834	6.5124	75.2978	13.8907	
4	247760757	247761855	Zm00026ab209890	2.86911	22.1823	10.0595	1.03161	25.0996	13.8093	1.03829	7.15315	12.2842	
4	247840792	247844476	Zm00026ab209900	20.346	49.2266	47.6808	15.7714	57.1538	35.4792	11.6759	39.6068	14.5568	
4	247859226	247859744	Zm00026ab209910	99.401	31.871	22.7719	1.76838	2.16224	0.239685	0	61.7347	1.53918	
4	247860148	247864133	Zm00026ab209920	23.8745	65.616	38.6937	11.3095	132.476	79.3786	11.1899	14.0963	33.1679	
4	247944444	247999648	Zm00026ab209930	7.10236	9.10516	3.91109	3.37441	6.85902	4.02844	2.6342	6.42795	6.3438	
4	248013603	248014647	Zm00026ab209940	22.8817	41.2678	27.1197	0.258314	1.59349	0.23808	0.89925	26.3747	0	
4	248041266	248042503	Zm00026ab209950	0.0707493	1.46336	5.72793	0.0436087	11.0822	0.552651	0.0271093	1.97331	0.0645262	
4	248044257	248049844	Zm00026ab209960	0.250788	0.218483	0.167438	0.299502	0.194345	0.189222	0.120119	0.616535	0.228729	
4	248052685	248055997	Zm00026ab209970	0	0	0.022296	0	0	0.018774	0	0	0	
4	248056872	248058404	Zm00026ab209980	0.799887	1.77264	1.79888	0.493038	3.54208	0.973751	0.372174	2.10434	1.69355	
4	248066168	248075843	Zm00026ab209990	0.267035	0.256424	0.0687059	0.789505	0	0.00321405	0	0.200686	1.17646	
4	248174886	248178275	Zm00026ab210020	1.29185	6.99375	6.28991	2.26143	10.1018	9.43067	1.45531	3.71405	19.099	
4	248178394	248185564	Zm00026ab210030	45.5465	32.6007	17.9267	12.6631	33.6002	18.1452	19.6847	67.1254	22.9201	
4	248189090	248189927	Zm00026ab210040	83.3546	3.1018	3.96658	0.547607	8.20764	0.92778	13.4566	129.279	0.762611	
4	248194185	248194523	Zm00026ab210050	0	0.464701	0.43579	0.318511	1.06785	0.366952	0.0990009	0	0	
4	248236833	248238226	Zm00026ab210070	0	0.452033	165.29	517.859	6.02468	177.761	5403.39	1.55027	29.4835	
4	248239848	248241954	Zm00026ab210080	0	0.0373834	0	23.381	0.0687233	0	0.031857	0.297294	60.0738	
4	248246214	248249892	Zm00026ab210090	4.98766	5.0099	3.48016	5.42224	3.68002	2.5444	3.10162	10.2839	6.1666	
4	248251155	248252771	Zm00026ab210110	0	0	0.0304541	1.58591	0	0	0	0.0774767	2.37131	
4	248286876	248294083	Zm00026ab210120	0.449603	0.573704	1.13751	1.51672	1.21537	0.478914	0.316616	1.45129	0.664957	
4	248294675	248298811	Zm00026ab210130	28.8042	73.0644	32.9545	18.2047	56.9557	23.3187	9.15087	53.0706	23.2294	
4	248305171	248307759	Zm00026ab210140	4.60097	4.13762	4.92633	3.82647	5.07555	3.41142	5.62596	13.5248	4.42769	
4	248310303	248314105	Zm00026ab210150	51.2559	34.6508	28.5521	4.59952	3.42677	6.1168	6.83051	59.1727	6.00754	
4	248314149	248317439	Zm00026ab210160	5.73538	9.16672	11.0504	9.37524	12.9136	21.2242	0.469104	7.55638	5.38868	
4	248331969	248337382	Zm00026ab210170	203.6	156.77	100.649	19.6994	46.7377	29.801	24.3434	158.364	45.7921	
4	248463230	248468148	Zm00026ab210180	50.6758	19.7277	14.0405	0.230482	1.05237	2.92088	1.15987	34.2043	1.07183	
4	248468426	248469574	Zm00026ab210190	22.9451	22.3138	18.0863	42.5229	35.6959	34.6178	41.5062	28.9212	78.7363	
4	248473834	248476668	Zm00026ab210200	0	0.0138919	0.0434253	0.0476081	0	0	0	0.309333	0.0281776	
4	248483806	248493888	Zm00026ab210210	2.59297	3.06615	23.1912	9.33794	5.68329	16.9576	21.0395	3.97285	4.74563	
4	248493351	248495208	Zm00026ab210220	2.26276	55.832	28.0677	9.92291	5.65016	19.7006	22.8137	4.61877	5.07333	
4	248495343	248497511	Zm00026ab210230	657.997	482.751	422.039	48.7855	187.042	183.771	58.4886	559.586	80.2702	
4	248538028	248540165	Zm00026ab210240	258.052	195.204	166.263	15.5802	42.3293	25.0335	18.2719	112.183	40.222	
4	248542015	248544475	Zm00026ab210250	0.0355903	6.97731	5.52273	3.33447	20.6815	34.0309	10.4461	6.57961	11.9777	
4	248544713	248545776	Zm00026ab210260	0	0	0	0.253701	0	0	0	0	0.0750785	
4	248559667	248565621	Zm00026ab210270	0.058833	0.105816	0.181927	0.0725275	0.212762	0.235006	0.169075	0.383939	0.134145	
4	248565989	248569848	Zm00026ab210280	0.533241	18.9775	4.97546	5.22393	3.46995	6.77575	3.66914	5.13615	6.71559	
4	248570510	248571793	Zm00026ab210290	0.341073	0.521431	93.2919	27.6035	46.1804	175.26	113.492	13.05	25.0103	
4	248696647	248709175	Zm00026ab210300	54.5142	16.7636	12.0428	2.59833	13.5392	10.445	5.19398	43.1215	14.3808	
4	248709448	248714651	Zm00026ab210310	14.6933	11.5411	7.27215	1.70656	3.79808	4.44616	3.67601	13.9688	4.68187	
4	248717255	248720660	Zm00026ab210320	10.0677	11.8058	12.94	7.89367	17.9937	20.2245	15.4307	35.5591	17.7779	
4	248723822	248729671	Zm00026ab210330	37.0713	31.3653	16.5158	13.5477	14.0592	10.3664	6.13856	26.1	20.2576	
4	248729913	248733790	Zm00026ab210340	0.0903431	0.34529	0.177777	28.6505	0.0186694	0.0320775	0.0346171	0.419969	17.1076	
4	248738705	248740602	Zm00026ab210360	1.68438	17.7205	3.13939	7.19645	3.50938	33.2784	4.86268	0.660062	9.63821	
4	248755823	248756212	Zm00026ab210370	0	0	0.0631337	0	0	0	0	0	0	
4	248774755	248778177	Zm00026ab210380	19.1654	56.9523	18.062	9.43955	32.6361	6.92304	1.44128	12.4438	14.6091	
4	248778484	248780507	Zm00026ab210390	0.129824	0.136207	0.0486604	3313.56	0.393478	0.583878	1.04465	0.0618972	1028.01	
4	248855610	248856521	Zm00026ab210400	0	0	0	0.236788	0	0	0	0	0.0875915	
4	248859620	248869322	Zm00026ab210410	0	0.07306	0.0228382	0	0.00746161	0.00641022	0.0103766	0.0355065	0.0329315	
4	248875491	248879818	Zm00026ab210420	51.2513	39.3288	35.2607	120.456	23.2523	20.2058	18.0989	43.6222	52.7973	
4	248995347	248996297	Zm00026ab210430	32.8799	26.4627	26.5381	3.12231	25.7321	17.5607	5.50532	47.6551	35.7838	
4	248996477	248997648	Zm00026ab210440	0.448401	0.604865	0.420173	0.20729	0.772185	0.132676	0	2.13788	1.39728	
4	248998877	249002402	Zm00026ab210450	295.826	414.609	282.575	128.569	193.423	150.962	193.848	253.811	149.323	
4	249014534	249015256	Zm00026ab210460	2.12003	0.217889	0.136222	0.0746717	0.100138	0.129042	0.092839	0.173278	0.110489	
4	249060010	249063395	Zm00026ab210470	0.0258676	0	37.9949	20.1298	12.252	18.4336	23.2729	0.221996	3.44447	
4	249077179	249085830	Zm00026ab210480	92.3405	125.019	60.9037	30.3384	42.6978	27.2963	26.2493	86.3869	40.408	
4	249152765	249159519	Zm00026ab210490	34.0042	36.4974	20.2955	16.2362	36.275	25.7173	17.9855	64.7032	28.9615	
4	249159392	249161138	Zm00026ab210500	19.4026	25.8799	19.1396	19.5616	31.0197	29.8709	19.1532	32.9514	28.7389	
4	249163967	249165229	Zm00026ab210510	0.450768	21.6406	0.46788	0.170982	5.38844	1.50202	0.2923	0.694346	0.379494	
4	249164253	249164750	Zm00026ab210520	0.967333	35.7456	0.988842	0.271022	9.01366	2.87262	0.539137	1.19494	0.962452	
4	249167551	249171345	Zm00026ab210530	6.62389	5.37565	5.90413	5.27784	6.29565	7.93255	7.64968	13.3038	5.95706	
4	249172563	249181739	Zm00026ab210540	5.33524	17.1232	6.74245	10.604	3.12021	5.78471	5.93549	2.79515	33.1782	
4	249180732	249183407	Zm00026ab210550	4.84416	20.7072	14.0961	26.9736	12.486	29.9603	24.9703	6.34358	35.061	
4	249182320	249183190	Zm00026ab210560	5.37995	24.1907	28.495	53.4918	30.9633	74.9451	61.6125	13.4845	29.3946	
4	249187799	249195647	Zm00026ab210570	47.0913	57.5974	36.7121	6.97114	18.9971	32.7316	4.62649	31.9025	36.0132	
4	249195581	249199351	Zm00026ab210580	3.7511	4.45948	6.14411	1.63924	6.36452	11.6694	0.711987	15.9548	4.52271	
4	249266614	249320405	Zm00026ab210600	19.3755	11.3292	5.49046	3.60707	5.18316	5.10438	5.06988	8.07744	5.08553	
4	249323013	249326252	Zm00026ab210630	0.364948	0.182331	0.455966	12.0722	0.782099	0.96945	0.517921	6.13833	138.563	
4	249345053	249346457	Zm00026ab210640	4.89368	0	0	0.115276	0.0515303	0	0	0	0.852849	
4	249346585	249347837	Zm00026ab210650	5.73199	0	0	0.12926	0	0	0	0	0	
4	249349127	249350529	Zm00026ab210660	16.1066	40.7589	19.445	11.4478	16.1004	17.334	39.8765	5.60322	10.1918	
4	249351634	249355509	Zm00026ab210670	40.698	74.4383	34.4494	28.7001	112.607	35.809	4.53718	65.3711	103.605	
4	249356445	249359845	Zm00026ab210680	63.933	34.2535	50.8515	14.8978	15.1889	26.582	32.8015	38.8345	18.9433	
4	249361206	249366668	Zm00026ab210690	31.3603	19.2339	46.9502	12.0071	14.8696	26.8012	17.6807	22.3247	12.8167	
4	249464028	249465308	Zm00026ab210700	819.16	565.479	433.569	232.914	407.017	333.885	220.415	540.997	308.933	
4	249519003	249524787	Zm00026ab210710	13.8989	12.4243	6.72481	5.82805	7.05228	7.24662	5.78403	26.0305	7.97454	
4	249547954	249550192	Zm00026ab210720	15.6476	5.50559	6.70814	5.11183	5.9498	10.0701	8.79879	11.3166	4.21003	
4	249552483	249559495	Zm00026ab210740	3.33465	2.96513	10.9436	1.85527	11.4077	9.49871	7.38894	5.4887	8.44056	
4	249587926	249592985	Zm00026ab210750	0.0173098	0.101183	0.0291962	0.042678	0.0429249	0.0245843	0.0132653	0.160933	0.0947235	
4	249599036	249603694	Zm00026ab210760	19.937	15.8413	9.1111	3.81239	8.12733	6.63503	5.60436	16.9541	3.72069	
4	249609067	249611859	Zm00026ab210770	0.0627194	0.056403	0.141051	0.425252	0.0777659	1.44751	0.336454	0	0	
4	249613007	249632910	Zm00026ab210780	7.99791	8.44495	3.48723	2.71511	4.69596	3.17648	2.75518	10.0471	3.59805	
4	249669131	249670059	Zm00026ab210790	3.06415	2.20445	1.80227	0.784535	1.71453	1.33904	0.144505	4.41649	1.97774	
4	249724924	249725551	Zm00026ab210800	0	0	0.0784145	5.71684	0	0.643773	31.9581	0	0	
4	249724971	249727845	Zm00026ab210810	0	0	0.154156	9.87739	0	0.951905	48.7835	0.0435756	0.0277856	
4	249732926	249736919	Zm00026ab210820	82.0723	54.6871	37.8765	17.1668	27.3902	29.9468	22.7971	71.2423	25.6811	
4	249739342	249742238	Zm00026ab210830	172.076	106.908	80.1644	40.4488	45.1594	32.119	41.161	65.7968	35.5022	
4	249743531	249748321	Zm00026ab210840	30.6036	7.83394	14.3539	3.51579	8.91589	12.0216	5.89127	20.8931	8.71199	
4	249754838	249756703	Zm00026ab210850	0.37551	0	129.247	49.778	24.5213	143.963	185.379	7.58661	30.866	
4	249758048	249759108	Zm00026ab210860	3.71484	11.7296	7.75099	15.3414	37.4965	15.0366	19.928	19.0695	8.73373	
4	249765396	249768654	Zm00026ab210880	32.9898	21.0875	12.5793	7.81901	14.3845	9.9338	7.11594	38.9409	9.33894	
4	249770913	249774929	Zm00026ab210890	4.6443	11.6082	12.6145	6.53174	7.56983	13.0219	13.4345	9.06774	4.41477	
4	249811622	249812695	Zm00026ab210900	32.0094	33.6629	17.2859	18.4232	60.8726	32.518	23.8116	75.1796	37.8219	
4	249816504	249817087	Zm00026ab210910	41.8441	40.395	14.7564	12.9422	46.3658	18.9045	13.4475	42.8504	29.1356	
4	249820564	249822251	Zm00026ab210920	11.8046	9.2159	5.61584	4.68554	17.0492	10.2067	7.49562	15.7528	12.5646	
4	249823251	249830991	Zm00026ab210930	6.53428	7.50935	3.10123	2.53514	4.18538	4.68034	3.5638	11.9518	5.3094	
4	249891428	249892138	Zm00026ab210940	0.615947	0.221566	6.06031	8.23862	1.12011	5.77369	18.834	0.836961	1.4606	
4	249893600	249898292	Zm00026ab210950	6.75617	9.1724	8.80375	6.12581	8.70868	2.51153	4.03336	24.7463	4.41717	
4	249955736	249956035	Zm00026ab210960	0	0	0	0	0	0	0	0	0	
4	249956053	249956737	Zm00026ab210970	10.2931	5.17446	2.7318	3.54663	4.0692	2.99642	2.7437	5.94393	7.11371	
4	249956605	249961381	Zm00026ab210980	22.2774	26.8025	15.0506	12.4374	25.1589	16.3992	11.9997	25.6093	20.4015	
4	249964135	249967132	Zm00026ab210990	9.99165	32.6838	52.0121	19.6826	15.3832	27.3855	24.9527	38.2358	16.4403	
4	249983867	249984130	Zm00026ab211000	0	0	0	0.204499	0	0	0	0	0	
4	249985592	249985804	Zm00026ab211010	0	0	0	0	0	0	0	0	0	
4	250065299	250075467	Zm00026ab211020	31.2358	50.1539	20.3389	13.3761	34.0712	12.6489	10.0661	33.5899	24.9022	
4	250076393	250081405	Zm00026ab211030	10.2037	37.1444	39.8336	34.0963	29.9681	56.3048	28.5201	19.418	28.4763	
4	250091566	250093398	Zm00026ab211040	0	0	0	0	0	0	0	0	0	
4	250121683	250122110	Zm00026ab211050	6.65093	0.920173	1.43821	0	0.422897	0.87194	0.156829	2.85392	0.373287	
4	250150512	250154211	Zm00026ab211060	0	0	0	0.00729562	0	0	0	0	0	
4	250161014	250162954	Zm00026ab211070	0	0	0	0	0	0	0	0	0	
4	250243421	250244287	Zm00026ab211080	0	0	0	0	0	0	0	0	0	
4	250246467	250248401	Zm00026ab211090	0	0	0	0.0279006	0	0	0	0	0	
4	250274489	250276738	Zm00026ab211100	0.99266	3.7458	1.33507	5.51873	4.6336	1.72773	0.805471	2.89536	3.00007	
4	250278066	250278449	Zm00026ab211110	5.81636	10.1535	21.2238	7.7326	4.99636	5.66912	6.99194	11.4187	74.4747	
4	250279830	250281213	Zm00026ab211120	6.39187	9.30518	111.974	12.7948	18.5708	68.198	13.5555	17.6062	16.0748	
4	250280726	250292591	Zm00026ab211130	7.10828	7.49765	8.70885	2.82541	6.64145	6.26125	3.20736	9.75285	4.93465	
4	250286655	250288161	Zm00026ab211140	3.66159	9.72172	4.77085	1.03891	12.419	4.70512	2.00432	8.64572	5.85742	
4	250288906	250289659	Zm00026ab211150	2.84602	5.06657	2.28588	1.00242	8.78594	4.99072	1.46886	6.52153	4.07893	
4	250294738	250297892	Zm00026ab211160	0	0	0	215.677	0.0229477	0.118285	0.04255	0	33.6878	
4	250299061	250304053	Zm00026ab211170	7.63958	4.85884	9.17229	3.65468	6.67014	8.59541	7.8778	9.3088	4.56774	
4	250340792	250341636	Zm00026ab211180	0	0	0.0582773	4535.12	1.19953	1.84019	1.27096	0.0741301	2743.69	
4	250364814	250365657	Zm00026ab211190	0	0	0.0583464	4614.21	1.28673	1.47389	1.03388	0.0742179	2801.6	
4	250402189	250406696	Zm00026ab211200	37.353	13.2181	16.4348	4.15566	3.83842	6.07083	4.42967	7.57293	8.74501	
4	250448271	250450097	Zm00026ab211210	0.0479407	0	0	106.025	0	0.068088	0.0367392	0	1.00565	
4	250452235	250454565	Zm00026ab211220	27.1105	14.5639	42.3467	8.22205	13.0761	44.6942	29.4867	29.4254	8.89308	
4	250455313	250458905	Zm00026ab211230	46.5119	26.2519	21.4699	6.21316	14.4075	12.6284	7.46326	37.6136	13.74	
4	250488994	250491770	Zm00026ab211240	33.9217	41.2696	22.9996	8.73872	24.7938	17.4702	8.89489	28.8274	20.4815	
4	250492403	250493297	Zm00026ab211250	3.03376	71.6822	35.3789	6.69567	48.1319	59.4533	22.5367	1.32979	16.1106	
4	250494650	250497796	Zm00026ab211260	15.1963	14.1415	10.2495	6.78491	10.5828	7.74762	4.82037	22.6316	7.13291	
4	250498371	250502368	Zm00026ab211270	3.88864	18.3224	18.4081	10.9245	10.7115	16.4986	12.8352	9.29101	5.60463	
4	250503550	250508706	Zm00026ab211280	59.1136	39.5438	28.6328	5.92534	10.5434	12.6459	10.5688	44.8634	10.1539	
4	250510421	250517598	Zm00026ab211290	8.38293	8.05445	4.50389	4.11037	8.45239	6.2389	5.24132	17.942	5.08592	
4	250518746	250519525	Zm00026ab211300	1.85281	3.23146	1.32581	3.18389	2.22769	1.51509	0.516328	2.73046	10.0366	
4	250584642	250587028	Zm00026ab211310	4.53166	1.97989	1.71231	1.1761	2.9421	2.41028	0.885782	7.57085	2.39282	
4	250623245	250626736	Zm00026ab211320	21.621	16.0376	7.5869	12.2755	11.8179	7.05342	11.091	27.5709	16.1506	
4	250623607	250624269	Zm00026ab211330	48.0213	37.839	20.6856	30.0474	26.5904	16.8395	24.9052	64.5295	37.5922	
4	250627040	250630548	Zm00026ab211340	0.0624021	0.112235	4.79252	1.66163	0.433286	1.09011	3.97877	0.624793	0.910613	
4	250643093	250648328	Zm00026ab211350	7.58613	10.0489	8.05534	4.44398	6.72009	3.84879	4.66628	12.5914	6.11026	
4	250680309	250685231	Zm00026ab211360	22.782	17.8957	7.92731	7.66004	16.633	8.75553	5.29018	17.3809	13.5411	
4	250685300	250687941	Zm00026ab211370	2.76819	0.834773	15.5263	4.96555	0.931719	7.88662	14.2909	2.51318	1.26991	
4	250688141	250690391	Zm00026ab211380	79.358	70.5437	60.467	16.285	30.3784	43.4643	27.9404	159.856	26.7934	
4	250689407	250690238	Zm00026ab211390	104.8	74.4592	63.4198	18.4934	33.7635	47.0973	31.8268	175.987	32.7887	
4	250691149	250695047	Zm00026ab211400	14.2647	21.1311	27.5776	16.8235	14.5858	22.8518	39.0013	10.8604	13.6656	
4	250696792	250699431	Zm00026ab211410	0	75.828	1.09121	0	0	0	0	0.0237272	0.0453883	
4	250704648	250708531	Zm00026ab211420	153.075	187.152	102.749	35.73	93.2309	52.3418	35.2376	126.812	104.883	
4	250708683	250713630	Zm00026ab211430	4.08022	16.3567	12.8087	5.75555	10.0084	15.0091	11.4901	15.8119	6.48206	
4	250713491	250726070	Zm00026ab211440	4.11481	1.59976	1.42292	0.212431	0.946725	0.840518	0.698971	3.30876	0.806455	
4	250728042	250732819	Zm00026ab211460	11.1089	6.05011	4.07106	1.27681	3.13663	3.2414	2.54274	12.7561	2.60817	
4	250734361	250737806	Zm00026ab211470	51.4698	41.1091	28.009	6.77587	12.2172	3.70916	4.32421	67.5024	14.0132	
4	250835170	250835736	Zm00026ab211480	78.937	27.367	16.849	34.4683	11.3005	9.05003	38.3558	9.22475	46.0704	
4	250933915	250943934	Zm00026ab211490	24.1259	23.1387	10.0651	10.2587	10.4843	9.42287	7.89796	22.0209	13.5611	
4	250952752	250953171	Zm00026ab211510	53.0739	136.06	45.7855	78.025	71.021	46.2785	67.1226	74.5713	72.6559	
4	250956544	250964977	Zm00026ab211520	25.5109	45.5286	23.5595	16.0158	35.8094	18.1971	14.2618	59.4129	28.5048	
4	250970566	250971688	Zm00026ab211530	68.635	1.96391	2.80644	15.8646	11.6046	14.2065	55.7363	26.8855	102.824	
4	250975273	250978299	Zm00026ab211540	7.58109	12.3732	6.24705	7.49085	16.2165	11.6095	7.38415	15.572	10.1603	
4	250980339	250987724	Zm00026ab211550	15.8372	13.8743	4.30038	5.43092	5.59713	2.25265	1.17687	7.25117	18.7	
4	250988658	250992839	Zm00026ab211560	26.1485	22.6958	14.778	0.0774571	0.934864	0.163602	0.0160504	30.5561	0.974189	
4	251097623	251098003	Zm00026ab211570	0	0	0	0	0.0950132	0	0	0	0	
4	251098174	251098653	Zm00026ab211580	0.182474	0.164098	0.512962	1.57464	0	0.12958	0	0.261	0.499272	
4	251103126	251105304	Zm00026ab211590	14.4907	23.5144	8.9833	6.82588	22.2782	8.69179	3.68112	12.9218	14.9759	
4	251110251	251120035	Zm00026ab211600	14.8456	11.2817	6.36377	1.95867	4.59113	5.87023	2.36661	10.2042	3.64109	
4	251120454	251128544	Zm00026ab211610	21.6723	18.3507	9.32118	2.03513	1.39145	2.56758	2.26065	10.1342	2.59663	
4	251135788	251136873	Zm00026ab211620	27.9054	19.4741	17.7978	21.4012	24.5	15.0628	26.7007	40.491	37.9189	
4	251137802	251141245	Zm00026ab211630	32.0442	22.7793	28.1325	21.2956	19.4875	10.863	20.0062	50.5721	21.119	
4	251142877	251146455	Zm00026ab211640	34.7512	28.1263	18.3686	10.0765	7.49489	7.60318	5.5326	18.4559	9.82083	
4	251148754	251162259	Zm00026ab211650	15.2367	14.6937	7.33961	9.31972	11.5038	9.36475	8.31951	10.1524	12.7106	
4	251285577	251288670	Zm00026ab211660	10.0496	0.407327	0.44565	0.697965	0.444603	0.0804116	0.151861	4.47428	3.36936	
4	251288808	251292384	Zm00026ab211670	17.3241	16.4382	11.3921	5.46366	7.43836	7.18142	6.10803	15.892	7.45907	
4	251292763	251297097	Zm00026ab211680	14.0928	14.754	12.2344	3.68635	13.1773	8.98899	5.6671	28.2349	8.23712	
4	251297367	251299232	Zm00026ab211690	1.12653	0.717597	18.7635	4.19518	6.78993	40.1323	22.1224	1.57775	3.93852	
4	251299996	251303153	Zm00026ab211700	17.7782	14.3666	15.6403	2.51304	32.6006	11.6991	1.74289	55.1223	14.0138	
4	251341744	251344474	Zm00026ab211710	20.4617	11.9693	8.47486	4.06242	15.4821	7.09439	2.65443	21.7898	9.21395	
4	251344450	251346997	Zm00026ab211720	0.446876	4.57515	1.06297	1.09119	29.821	15.7327	0.0526865	0.749811	5.67461	
4	251351392	251356798	Zm00026ab211750	11.2259	9.45435	5.34611	4.41327	12.6335	5.27426	4.59319	12.5871	7.87459	
4	251357427	251358032	Zm00026ab211760	4.84189	2.20963	3.16919	0.668164	2.09076	2.87385	1.43992	4.80653	5.80012	
4	251358812	251362644	Zm00026ab211770	3.16485	7.62392	3.62298	1.38033	3.45661	2.91276	2.41662	4.70657	1.1671	
4	251365082	251369474	Zm00026ab211780	67.8191	32.5341	26.7632	6.52571	9.08915	13.3373	9.74065	38.093	7.0555	
4	251373519	251377733	Zm00026ab211790	3.17934	10.6704	3.65097	7.37126	9.74781	13.6866	10.9323	9.2288	10.888	
4	251397472	251399239	Zm00026ab211800	1.13943	7.17277	35.7495	23.2684	14.9059	91.3451	33.903	3.01153	21.8686	
4	251399463	251405049	Zm00026ab211810	0.924945	15.3107	13.2961	5.73987	19.3214	15.9699	4.0127	12.232	7.57084	
4	251407277	251412678	Zm00026ab211820	57.8107	20.9967	12.0103	5.18189	9.70337	5.97574	6.52339	16.3905	12.5622	
4	251413721	251418069	Zm00026ab211830	43.2198	36.5308	26.2697	15.3	33.4449	18.2061	18.5671	39.9259	27.5064	
4	251431991	251432497	Zm00026ab211840	0	0.0776793	0	0.106484	0	0	0	0	0.630245	
4	251432531	251433480	Zm00026ab211850	0	0	0	0.142073	0	0	0	0.0329684	0.0840879	
4	251535442	251537177	Zm00026ab211860	25.1259	24.9549	17.8851	21.8936	17.2451	18.183	22.2904	43.1552	32.5792	
4	251576844	251577564	Zm00026ab211870	0	0	0.0683	0	0	0	0	0	0	
4	251578941	251580647	Zm00026ab211880	17.5227	12.4126	10.0681	10.0891	10.5822	9.41903	8.55253	21.4855	18.1809	
4	251582451	251583471	Zm00026ab211890	105.946	104.302	107.146	74.689	58.5724	90.5257	103.872	188.625	98.8568	
4	251584187	251587069	Zm00026ab211900	34.7404	31.9657	37.2706	0.486881	39.0126	9.41713	0.0931288	169.452	7.14878	
4	251600149	251602211	Zm00026ab211910	0.212282	0.687253	1.45609	0.0915932	3.79021	1.3115	0.195218	19.0986	0.813162	
