pan B73 B97 CML103 CML228 CML247 CML277 CML322 CML333 CML52 CML69 HP301 Il14H Ki11 Ki3 Ky21 M162W M37W Mo18W Ms71 NC350 NC358 Oh43 Oh7B P39 Tx303 Tzi8 median
pan_gene_26052 738 738 738 747 747 738 747 747 747 747 738 738 738 747 738 738 738 738 738 738 738 738 738 738 738 738 738
pan_gene_26053 945 945 945 945 945 945 945 945 945 945 945 945 945 945 945 951 945 945 945 945 945 945 945 951 948 945 945
pan_gene_26054 717 717 717 717 717 717 717 717 717 717 717 717 717 717 717 714 717 717 717 717 717 717 717 NA 717 717 717
pan_gene_26055 1617 1617 1617 1617 1617 1617 1617 1617 1617 1617 1617 1617 1617 1617 1617 1626 1617 1617 1617 1617 1617 1617 1617 1626 1617 1617 1617
pan_gene_26056 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537 537
pan_gene_26057 1224 1224 1215 1224 1224 1224 1224 1224 1224 1215 1215 1215 1224 1209 1215 1221 1215 1215 1215 1224 1215 1215 1215 1224 1224 1215 1218
pan_gene_26058 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660
pan_gene_26059 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698 1698
pan_gene_2606 1272 1269 1263 1272 1257 1260 1275 1260 1266 1257 1269 1269 1269 1272 1272 1272 1257 1269 1269 1272 1284 1269 1269 1269 1263 1263 1269
pan_gene_26060 1410 1410 1410 1410 1410 1410 1410 1410 1410 NA 1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 1410
pan_gene_26061 1053 1053 1053 1053 1053 1053 1053 1053 1053 NA 1053 1053 1053 1053 1053 1053 1053 1053 NA 1053 1053 1053 1053 1050 1053 1053 1053
pan_gene_26063 879 879 879 879 879 879 879 879 879 NA 879 879 879 879 879 879 879 879 879 879 879 879 879 879 879 879 879
pan_gene_26064 NA 291 NA NA NA 291 291 291 312 NA NA NA NA 291 NA 291 306 291 NA NA NA 291 291 NA NA NA 298.5
pan_gene_26066 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022 2022
pan_gene_26068 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786 786
pan_gene_26069 NA NA 258 NA NA 258 NA 258 NA NA NA NA NA NA NA NA NA 258 NA 258 NA NA NA 258 NA NA 258
pan_gene_2607 NA NA NA NA NA NA NA NA NA NA NA NA 585 NA 600 NA NA NA NA NA NA NA NA NA NA NA 592.5
pan_gene_26070 3228 3228 3225 3228 3228 3225 3228 NA 3228 3228 3228 3228 3228 3228 3225 3228 3225 3225 3228 3225 3228 3225 3225 3228 3228 3228 3228
pan_gene_26071 666 666 675 672 NA 675 NA 666 NA 666 684 666 666 684 675 672 675 684 684 675 684 675 675 672 684 NA 673.5
pan_gene_26072 525 555 525 525 NA 525 NA 525 NA NA 525 525 525 NA 525 525 525 NA 522 525 NA 525 525 525 NA 555 525
pan_gene_26073 1221 1221 NA 1197 1221 1221 1221 1221 1221 1221 1221 1221 1221 1221 NA 1221 NA NA 1221 1221 1170 NA NA 1221 NA 1221 1221
pan_gene_26074 870 873 870 870 870 870 870 870 870 870 870 870 870 870 870 873 873 873 870 870 870 870 870 873 873 870 870
pan_gene_26075 1896 1899 1896 1896 NA NA 1896 1896 NA 1899 NA 1899 1896 1896 1896 1896 1899 NA NA NA 1896 1896 NA NA NA 1899 1896
pan_gene_26076 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 300 NA 300
pan_gene_2608 1095 1086 NA 1086 1086 1086 1095 1086 NA 1086 1095 1095 1095 1086 1086 1086 1095 1086 1086 NA 1086 1095 1086 1095 NA 1095 1086
pan_gene_26081 1167 1164 1167 1167 1143 1164 1143 1167 1143 1164 1155 1167 1164 1167 1167 1164 1164 1167 1164 NA 1167 1167 1167 1167 1167 1152 1167
pan_gene_26082 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920 1920
pan_gene_26083 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065 1065
pan_gene_26084 3363 3372 3420 3408 3354 3369 3354 3363 3354 3411 3279 NA 3405 NA 3420 NA 3411 3396 3408 3369 3396 3378 3420 NA 3384 3408 3375
pan_gene_26087 687 687 693 696 693 705 693 693 693 693 693 705 693 693 693 705 687 693 693 705 693 696 693 702 693 693 693
pan_gene_26088 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 660 663 660 660 660
pan_gene_26089 NA NA 564 564 564 564 564 564 564 NA 564 564 564 564 564 564 564 564 564 564 564 564 564 564 NA 564 564
pan_gene_2609 774 774 774 774 774 747 780 774 774 774 774 774 774 774 774 774 774 774 774 747 774 774 774 774 774 774 774
pan_gene_26090 444 444 444 444 441 444 441 444 441 444 444 444 444 444 444 444 444 444 444 444 444 444 444 444 444 444 444
pan_gene_26095 1452 1452 1452 1452 1455 1452 1455 1452 1455 1452 1452 1452 1452 1452 1452 1452 1452 1452 1452 1452 1452 1452 1452 1455 1452 1452 1452
pan_gene_26096 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394 2394
pan_gene_2610 2085 2085 1941 2097 2085 2085 NA 2085 2085 2085 1986 NA 1980 2202 2085 2085 2085 2097 2085 2085 NA 2097 NA 2085 2085 NA 2085
pan_gene_26100 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438 438
pan_gene_26101 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564 564
pan_gene_26102 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807 807
pan_gene_26103 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590 1590
pan_gene_26105 1479 1479 1479 1446 1479 1479 1479 1479 1479 NA 1479 1479 NA 1479 1479 1479 1479 1479 NA 1479 1479 1479 1479 1479 1479 1479 1479
pan_gene_26106 1506 1506 1506 NA NA 1506 NA 1506 NA NA NA 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 NA 1506
pan_gene_26107 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821 1821
pan_gene_2611 531 504 504 504 504 504 504 504 504 NA 495 531 504 504 504 504 504 525 504 504 504 504 525 531 504 504 504
pan_gene_26110 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543 543
pan_gene_26111 NA NA NA 1344 NA 1344 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1344
pan_gene_26114 1365 1365 1371 1374 1365 1371 1365 1371 1365 1371 1371 1371 1365 1371 1371 1371 1365 1371 1371 1371 1371 1371 1371 1365 1371 1371 1371
pan_gene_26115 NA NA 4350 4350 NA 4350 NA 4350 4158 4350 4350 4350 NA 4350 4350 4350 NA 4350 4350 4350 4350 4251 4350 NA 4350 4350 4350
pan_gene_26116 1008 1008 NA 1008 1104 1008 1104 1008 1104 1008 1008 NA 1002 1008 NA NA 1008 1008 NA 1008 1008 1008 NA 1008 NA 1008 1008
pan_gene_26117 1491 1491 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1488 1491 1488 1488 1488 1488 1488 1488 1491 1488 1488 1488
pan_gene_26118 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305 1305
pan_gene_26120 1131 1131 1131 NA 1131 1131 1131 1140 1131 1131 1131 1131 1131 1131 1131 1131 1131 1053 1131 1131 NA 1131 1131 1131 1131 1131 1131
pan_gene_26122 501 555 543 NA NA 543 NA 501 NA 543 543 543 NA 543 543 543 NA NA 543 543 501 543 NA 555 543 543 543
pan_gene_26123 NA NA 330 NA 330 330 NA 330 330 330 330 330 NA 330 330 330 NA 330 330 330 NA 330 330 NA 330 330 330
pan_gene_26124 NA 1650 1653 1653 1644 1674 1674 1686 1653 NA 1677 1644 1683 1653 1641 1614 1713 1662 NA 1620 1554 1683 1557 1635 1554 1791 1651.5
pan_gene_26125 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391 2391
pan_gene_26126 930 930 930 NA 930 930 930 930 930 930 930 930 930 930 930 930 930 936 930 930 930 930 930 930 930 930 930
pan_gene_26128 588 588 588 588 588 588 588 588 588 588 585 588 588 588 588 588 588 588 588 588 588 588 588 588 588 588 588
pan_gene_2613 NA 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329 1329
pan_gene_26130 609 612 594 615 606 615 606 603 606 606 603 594 603 597 594 594 612 615 594 615 603 615 594 606 594 615 606
pan_gene_26131 603 594 NA 594 594 600 594 603 594 600 603 NA 603 603 NA NA 594 600 NA 600 603 600 NA NA NA 600 600
pan_gene_26135 NA 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 NA 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725
pan_gene_26137 528 528 NA 528 528 528 528 528 528 NA 528 528 528 528 528 528 528 528 528 528 528 528 528 528 528 528 528
pan_gene_26138 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257 1257
pan_gene_26139 1176 1176 1176 NA 1176 1176 1176 1176 1176 NA 1176 1176 1176 1176 1176 1176 1176 NA 1176 1176 1176 1176 1176 1176 1176 1176 1176
pan_gene_2614 1434 1434 1434 1461 NA NA 1428 1425 NA 1431 1413 1413 1455 1464 1431 1428 1431 1419 NA 1434 NA NA 1419 1413 1431 1425 1428
pan_gene_26140 1035 1035 1035 1032 1032 1035 1032 1032 1032 1035 1035 1035 1035 1035 1035 1032 NA 1035 1035 1035 1035 1032 1035 1035 1035 1017 1035
pan_gene_26141 1317 1320 1320 1320 1320 1317 1320 1317 1320 1323 1317 1317 1317 1317 1320 1320 1317 1317 1320 1317 1320 1323 1320 1317 1317 1323 1320
pan_gene_26142 324 324 NA 324 324 324 324 324 324 324 321 324 324 324 321 324 324 324 327 324 324 324 324 324 324 324 324
pan_gene_26143 1122 1122 1122 1122 1125 1122 1125 1122 1125 1125 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122
pan_gene_26147 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125 1125
pan_gene_26148 585 585 NA 585 NA NA NA NA NA NA NA NA NA NA NA NA 585 NA NA 585 NA NA NA 585 NA NA 585
pan_gene_26149 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 285 NA NA 285
pan_gene_2615 NA 1221 NA 1323 NA NA NA 1218 NA NA 1218 1218 NA NA NA NA NA 1221 1227 1317 NA 1218 1221 NA NA NA 1221
pan_gene_26151 2478 2478 2478 2535 2478 NA 2478 2478 2478 2478 2478 2289 2478 2478 2478 2478 2478 2478 2478 NA 2478 2478 2478 2247 2478 2478 2478
pan_gene_26152 1755 1755 1713 1713 1713 1755 1713 1713 1713 1755 1755 1713 1755 1755 1713 1755 1713 1713 1755 NA 1755 1755 1755 1755 1713 1755 1755
pan_gene_26153 759 759 759 759 759 768 759 759 759 NA 759 759 759 759 759 759 768 759 759 768 759 759 759 759 759 768 759
pan_gene_26154 873 873 873 873 873 876 873 873 873 873 873 873 873 873 873 873 876 873 873 876 873 873 873 873 873 876 873
pan_gene_26155 1185 1185 1095 1095 1185 1185 1095 1185 1185 1185 1185 1185 1185 1185 1185 1185 1185 NA 1185 1185 1185 1185 1185 1095 1185 1095 1185
pan_gene_26157 510 510 510 510 510 510 510 510 510 NA 510 510 510 510 510 510 510 510 510 510 510 510 510 NA 510 510 510
pan_gene_26159 1074 NA 1005 1005 NA 1005 NA 1074 NA 1074 1074 1074 1074 1074 1074 1062 1074 999 1074 1074 1074 1074 1074 1005 NA 1005 1074
pan_gene_2616 2088 2088 2088 2088 2091 2088 2088 2088 2088 2088 2091 2091 2088 2088 2088 2088 2088 2088 2088 2088 2091 2088 2088 2091 2091 2091 2088
pan_gene_26160 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726 726
pan_gene_26161 618 618 624 618 621 618 621 618 621 618 618 618 618 624 618 618 618 615 618 615 618 618 618 624 621 621 618
pan_gene_26162 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647 1647
pan_gene_26163 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 897 NA 897
pan_gene_26164 456 456 456 468 468 468 468 468 468 NA 456 468 468 468 468 456 468 468 456 468 468 456 456 462 468 468 468
pan_gene_26165 552 552 552 552 552 552 552 552 552 552 552 552 552 552 552 552 NA 552 552 552 552 552 552 555 552 552 552
pan_gene_26166 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363 363
pan_gene_26167 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_2617 363 363 363 NA NA 375 NA NA 360 NA 360 360 NA NA 363 NA 363 NA NA NA NA 366 NA 360 363 363 363
pan_gene_26170 1245 1245 1245 1248 1245 1245 1245 1245 1245 1245 1245 1245 1248 1245 NA 1245 1245 1245 1245 1245 1245 1245 1245 1245 1245 1245 1245
pan_gene_26172 942 942 942 942 942 942 942 942 942 930 942 942 942 942 930 942 942 942 942 942 942 930 942 942 942 942 942
pan_gene_26173 462 429 NA 429 423 423 NA 429 423 423 462 423 NA 423 423 NA 423 423 462 423 NA NA 462 399 423 423 423
pan_gene_26174 NA NA 1293 1293 1293 1293 1293 1293 NA 1293 1293 1293 NA 1293 1293 1293 1293 NA 1293 1293 NA 1293 1293 1293 1293 1293 1293
pan_gene_26175 NA 282 NA 282 282 NA 282 282 282 261 282 282 NA 282 282 NA NA 282 282 282 282 282 282 282 282 282 282
pan_gene_26176 NA 654 654 NA 654 654 654 654 654 654 654 654 NA 654 654 654 654 654 654 NA 654 654 654 654 654 654 654
pan_gene_26177 1767 1716 1716 1767 1629 1659 1629 1767 1629 1767 1767 1716 1767 1767 1743 1767 1743 1743 1767 1659 1767 1716 1767 1716 NA 1716 1743
pan_gene_26178 1419 1419 1419 1419 1419 1419 1416 1419 1416 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419 1419
pan_gene_26179 540 540 540 540 540 NA 540 540 540 540 540 540 543 540 543 543 540 540 540 540 540 540 540 540 540 540 540
pan_gene_2618 930 NA 930 NA 930 930 930 NA 930 NA 930 930 930 930 930 NA NA NA NA NA NA NA 930 930 930 NA 930
pan_gene_26180 897 891 909 888 909 909 888 891 NA 909 897 909 909 NA 888 912 894 912 897 909 909 891 897 891 915 888 897
pan_gene_26181 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636
pan_gene_26182 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495 495
pan_gene_26183 1185 1188 1188 1179 1179 1185 1179 1185 1179 NA 1197 1185 1179 1197 1179 NA 1164 1179 1185 1185 1197 NA 1185 1179 1185 1185 1185
pan_gene_26184 1419 1395 1494 1419 1488 1419 1395 1488 1488 1413 1488 1488 1488 1488 1488 1488 NA 1488 1494 1419 1488 1488 1419 1488 1395 1488 1488
pan_gene_26185 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570 570
pan_gene_26186 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139 2139
pan_gene_26187 702 702 702 702 702 702 702 702 702 NA 702 702 702 702 702 702 702 702 702 702 702 702 702 702 702 702 702
pan_gene_26189 780 777 780 765 780 777 NA 780 780 744 777 837 780 777 762 777 762 762 780 777 777 780 780 762 765 780 777
pan_gene_26190 1128 1125 1128 1128 1128 1125 1128 1128 1128 1128 1125 1128 1128 1125 1125 1128 1125 1128 1128 1125 1125 1128 1128 1125 1128 1128 1128
pan_gene_26191 1056 1026 1023 NA 1026 1026 1050 1023 NA NA NA NA NA 1026 1026 1026 1023 NA NA NA 1020 NA NA 1023 1026 1026 1023
pan_gene_26192 486 NA NA NA NA NA 486 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 486 NA NA 486
pan_gene_26193 696 696 696 696 696 696 690 696 696 696 696 696 696 696 696 696 696 696 696 696 696 696 696 696 696 696 696
pan_gene_26195 564 564 564 564 564 570 564 564 564 564 564 564 564 564 564 564 564 564 564 570 564 564 564 564 564 564 564
pan_gene_26196 969 951 969 957 957 945 945 969 945 945 951 969 945 957 969 957 969 957 969 945 951 969 969 969 969 945 957
pan_gene_26197 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516 516
pan_gene_26198 336 327 336 327 327 336 336 336 330 336 327 336 336 NA 336 336 333 336 336 336 327 336 336 336 336 330 336
pan_gene_26199 1428 1428 1428 1428 NA 1428 NA NA 1503 1428 1503 1428 NA 1428 1428 1428 1428 NA 1428 1428 1428 1428 1428 1428 1428 NA 1428
pan_gene_262 1629 1626 1635 1635 1635 1635 1635 1635 1635 1629 1635 1635 1629 1635 1635 1635 1635 1635 1632 1629 1629 NA 1635 1635 1635 1626 1635
pan_gene_2620 NA 759 765 759 759 765 759 759 759 NA 759 759 759 765 759 759 762 762 NA 762 762 NA 762 759 759 759 759
pan_gene_26201 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546 546
pan_gene_26203 1254 1254 1254 1254 NA 1260 1254 1254 1254 1260 1254 1254 1254 NA 1254 1260 1254 1242 1254 1260 1254 1254 1254 1254 1254 1254 1254
pan_gene_26205 1692 1692 1692 1692 1692 1692 1692 NA 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692 1692
pan_gene_26206 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023 1023
pan_gene_26207 NA 213 213 213 213 213 213 213 213 NA 213 213 213 219 213 NA 213 213 213 213 NA 213 213 213 213 213 213
pan_gene_26208 1188 1197 1188 1197 NA 1197 1188 NA 1197 NA 1197 1197 1197 1197 1197 NA 1197 1197 1197 1197 1197 1188 1188 1197 1197 1197 1197
pan_gene_26209 2994 2994 2994 2994 2994 2994 2721 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994 2994
pan_gene_2621 1143 1152 1143 1146 1143 1152 1152 1146 1152 1152 NA 1251 1152 1152 1263 1251 1152 1143 1146 1152 1149 1152 1143 1251 1251 1146 1152
pan_gene_26210 627 627 627 627 627 630 627 603 627 627 627 627 627 NA 627 627 627 627 627 627 627 627 627 627 627 627 627
pan_gene_26211 1914 1923 1914 1914 1914 1914 1914 1914 1914 1914 1923 1914 1914 1914 1923 1914 1914 1914 1923 1914 1923 1914 1914 1923 1923 1914 1914
pan_gene_26212 1545 1545 1545 1542 1545 1542 1542 1542 1545 1542 1545 1545 1542 1542 1542 1545 1545 1542 1539 1542 1545 1545 1545 1545 1542 1545 1545
pan_gene_26213 NA NA NA NA NA NA NA NA NA NA 2040 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2040
pan_gene_26214 492 489 492 489 489 492 489 492 492 492 489 492 492 492 492 492 492 492 492 492 489 492 492 489 492 492 492
pan_gene_26215 1620 1623 1620 1620 1620 1623 1620 1620 1623 1623 1620 1620 1623 1620 1623 1620 1620 1623 1620 1623 1620 1620 1620 1623 1620 1623 1620
pan_gene_26217 489 NA 489 NA NA 489 489 489 486 NA 489 489 489 489 NA 489 NA 489 537 489 489 489 489 NA 489 486 489
pan_gene_26218 1200 1203 1200 1200 1200 1200 NA 1200 1200 1203 1200 1200 1200 1200 1203 1200 1200 1200 1200 1200 1200 1200 1200 1203 1200 1200 1200
pan_gene_26220 2001 2004 2004 2004 2001 2004 2004 2001 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 2004 1869 2004
pan_gene_26221 747 753 747 744 744 741 744 744 744 753 753 747 741 744 753 747 744 747 747 741 744 747 747 753 747 744 747
pan_gene_26222 1278 1278 1278 1278 1278 1278 1278 1278 1278 1278 1278 1278 1278 1278 1278 1278 1278 1296 1278 1278 1278 1278 1278 1278 1278 1278 1278
pan_gene_26223 2166 2166 2166 2166 2166 2166 2145 2166 2145 2166 2145 2166 2166 2166 2166 2166 2166 2145 2166 2166 2145 2166 2166 2145 2166 2145 2166
pan_gene_26224 291 291 291 291 291 291 291 291 291 291 NA 291 291 NA 291 291 291 291 291 291 291 NA 291 NA 291 291 291
pan_gene_26225 465 NA NA NA NA NA 465 465 465 465 465 465 465 465 465 429 465 465 465 465 NA 465 429 465 465 NA 465
pan_gene_26226 771 NA NA 771 774 771 771 771 771 771 NA NA NA NA 771 771 NA 771 NA 771 771 771 771 771 771 771 771
pan_gene_26227 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630 630
pan_gene_26228 2154 2154 2154 NA 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154 2154
pan_gene_2623 1809 1809 1800 1806 1800 1836 1815 1821 1824 1806 1806 1800 1824 1806 1806 1800 NA 1800 1812 1800 1821 1809 1800 1800 1800 1806 1806
pan_gene_26231 1650 1650 1650 1644 1650 1650 1650 1650 1650 NA 1650 1656 1650 1650 1650 1656 1650 1650 1650 1650 1650 1650 1650 1650 1656 NA 1650
pan_gene_26232 411 411 411 411 411 411 411 411 411 411 411 417 411 411 411 417 411 411 411 411 411 411 411 411 411 411 411
pan_gene_26233 1677 1704 1701 1701 NA 1704 1677 1710 1710 1701 1707 NA 1719 1701 1701 NA 1704 1713 1710 1704 1701 1701 1704 1683 NA 1677 1701
pan_gene_26235 1104 1104 1104 1104 1104 1104 1107 1113 1104 1104 1104 1104 1107 1104 1104 1104 1104 1107 1104 1104 1104 1104 1083 1086 1095 1104 1104
pan_gene_26236 618 618 618 NA 618 NA 618 594 618 618 618 618 618 618 618 618 612 618 618 663 618 618 618 618 618 618 618
pan_gene_26237 NA 1497 1497 1497 1497 NA 1497 1497 1497 1503 NA 1497 1497 1497 1497 1497 1497 1497 1497 NA 1497 NA 1497 1497 1497 1497 1497
pan_gene_26238 276 255 255 276 255 255 255 255 255 255 255 255 255 255 255 255 276 255 255 255 NA 255 NA 255 255 NA 255
pan_gene_26239 1011 1011 1011 NA NA NA 1011 NA 975 1011 NA NA NA NA NA 1011 NA 1011 1011 NA NA NA 1011 1011 NA 1011 1011
pan_gene_2624 1899 1890 1896 1899 1899 1890 1890 1890 1890 1899 1890 1896 1890 1890 1884 1899 1890 1896 1890 1899 1899 1899 1890 1896 1890 1890 1890
pan_gene_26240 780 780 780 780 780 780 726 789 780 789 726 780 780 726 726 726 789 NA 780 726 780 780 726 NA 789 NA 780
pan_gene_26241 1461 1461 1461 1461 1461 1461 1461 1461 1461 1461 1461 1461 1461 1458 1461 1461 1461 1461 1461 1461 1461 1461 1461 1461 1461 1461 1461
pan_gene_26242 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629 1629
pan_gene_26243 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800 1800
pan_gene_26244 NA 837 NA 837 NA NA 837 NA NA 852 NA NA NA NA NA NA NA 837 NA NA NA NA NA NA 837 NA 837
pan_gene_26245 NA NA NA NA 615 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 597 NA NA NA NA NA 615
pan_gene_26246 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 640.5
pan_gene_26247 444 444 NA 420 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 444
pan_gene_2625 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 4443 NA 4443 4443
pan_gene_26259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_2626 2871 2871 2880 NA 2871 2868 NA 2871 NA 2871 2865 NA 2883 2865 2871 2880 NA 2880 2871 2901 NA 2901 2874 NA 2871 2862 2871
pan_gene_26260 1656 1656 1656 1656 1656 1656 1656 1656 1656 NA 1656 1656 1656 1656 1656 1656 1656 1656 1656 1656 1656 1656 1656 1656 1656 1656 1656
pan_gene_26261 NA 717 NA 684 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 700.5
pan_gene_26262 1926 1926 1926 1926 1926 1926 1926 NA 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926
pan_gene_26263 411 429 411 408 408 411 408 408 408 NA 411 408 408 426 411 411 408 408 426 411 408 411 408 408 411 411 409.5
pan_gene_26264 NA 747 807 NA NA 807 NA NA NA NA 825 NA 783 NA NA NA NA NA NA NA NA 735 NA NA 825 825 765
pan_gene_26266 1185 1185 1185 NA NA NA NA 1185 1185 1185 NA 1185 1185 1185 1185 1185 1185 1185 1185 NA 1137 NA 1185 1185 1185 1185 1185
pan_gene_26267 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422 1422
pan_gene_26268 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465 465
pan_gene_26269 1212 1212 1215 1215 1212 1215 1218 1212 1215 NA 1215 1215 1215 1215 1215 1215 1215 1215 1215 1215 1218 1215 1215 1212 1215 1215 1215
pan_gene_2627 762 762 774 768 762 774 774 762 762 762 762 762 762 762 774 774 774 774 762 768 762 762 756 762 762 774 762
pan_gene_26271 2241 2241 2244 2241 2241 2241 2241 2241 NA 2076 2241 2076 NA 2076 2244 2241 2241 2244 2244 2241 2244 2241 2241 2241 2244 NA 2241
