"pan","B73","B97","CML103","CML228","CML247","CML277","CML322","CML333","CML52","CML69","HP301","Il14H","Ki11","Ki3","Ky21","M162W","M37W","Mo18W","Ms71","NC350","NC358","Oh43","Oh7B","P39","Tx303","Tzi8","median"
"pan_gene_26111",NA,NA,NA,1344,NA,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344
"pan_gene_26114",1365,1365,1371,1374,1365,1371,1365,1371,1365,1371,1371,1371,1365,1371,1371,1371,1365,1371,1371,1371,1371,1371,1371,1365,1371,1371,1371
"pan_gene_26115",2859,NA,4350,4350,639,4350,NA,4350,4158,4350,4350,4350,2940,4350,4350,4350,NA,4350,4350,4350,4350,4251,4350,2763,4350,4350,4350
"pan_gene_26116",1008,1008,906,1008,1104,1008,1104,1008,1104,1008,1008,906,1002,1008,906,NA,1008,1008,609,1008,1008,1008,906,1008,906,1008,1008
"pan_gene_26117",1491,1491,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1491,1488,1488,1488,1488,1488,1488,1491,1488,1488,1488
"pan_gene_26118",1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305
"pan_gene_26120",1131,1131,1131,792,1131,1131,1131,1140,1131,1131,1131,1131,1131,1131,1131,1131,1131,1053,1131,1131,855,1131,1131,1131,1131,1131,1131
"pan_gene_26122",501,555,543,1413,1452,543,1452,501,1428,543,543,543,1422,543,543,543,NA,1452,543,543,501,543,450,555,543,543,543
"pan_gene_26123",441,441,330,261,330,330,261,330,330,330,330,330,261,330,330,330,441,330,330,330,261,330,330,441,330,330,330
"pan_gene_26124",867,1650,1653,1653,1644,1674,1674,1686,1653,867,1677,1644,1683,1653,1641,1614,1713,1662,867,1620,1554,1683,1557,1635,1554,1791,1651.5
"pan_gene_26125",2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391
"pan_gene_26126",930,930,930,717,930,930,930,930,930,930,930,930,930,930,930,930,930,936,930,930,930,930,930,930,930,930,930
"pan_gene_26128",588,588,588,588,588,588,588,588,588,588,585,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588
"pan_gene_2613",NA,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329
"pan_gene_26130",609,612,594,615,606,615,606,603,606,606,603,594,603,597,594,594,612,615,594,615,603,615,594,606,594,615,606
"pan_gene_26131",603,594,1122,594,594,600,594,603,594,600,603,198,603,603,750,285,594,600,195,600,603,600,1122,NA,198,600,600
"pan_gene_26135",NA,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,NA,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725
"pan_gene_26137",528,528,588,528,528,528,528,528,528,405,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528
"pan_gene_26138",1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257
"pan_gene_26139",1176,1176,1176,1305,1176,1176,1176,1176,1176,330,1176,1176,1176,1176,1176,1176,1176,1296,1176,1176,1176,1176,1176,1176,1176,1176,1176
"pan_gene_2614",1434,1434,1434,1461,393,393,1428,1425,NA,1431,1413,1413,1455,1464,1431,1428,1431,1419,NA,1434,648,714,1419,1413,1431,1425,1428
"pan_gene_26140",1035,1035,1035,1032,1032,1035,1032,1032,1032,1035,1035,1035,1035,1035,1035,1032,921,1035,1035,1035,1035,1032,1035,1035,1035,1017,1035
"pan_gene_26141",1317,1320,1320,1320,1320,1317,1320,1317,1320,1323,1317,1317,1317,1317,1320,1320,1317,1317,1320,1317,1320,1323,1320,1317,1317,1323,1320
"pan_gene_26142",324,324,444,324,324,324,324,324,324,324,321,324,324,324,321,324,324,324,327,324,324,324,324,324,324,324,324
"pan_gene_26143",1122,1122,1122,1122,1125,1122,1125,1122,1125,1125,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122
"pan_gene_26147",1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125
"pan_gene_26148",585,585,1569,585,NA,NA,NA,1569,NA,456,NA,NA,NA,NA,1569,1569,585,NA,NA,585,NA,NA,NA,585,NA,NA,585
"pan_gene_26149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,285
"pan_gene_2615",NA,1221,NA,1323,NA,NA,1407,1218,NA,NA,1218,1218,NA,NA,NA,NA,NA,1221,1227,1317,NA,1218,1221,621,NA,NA,1221
"pan_gene_26151",2478,2478,2478,2535,2478,1734,2478,2478,2478,2478,2478,2289,2478,2478,2478,2478,2478,2478,2478,1734,2478,2478,2478,2247,2478,2478,2478
"pan_gene_26152",1755,1755,1713,1713,1713,1755,1713,1713,1713,1755,1755,1713,1755,1755,1713,1755,1713,1713,1755,1503,1755,1755,1755,1755,1713,1755,1755
"pan_gene_26153",759,759,759,759,759,768,759,759,759,408,759,759,759,759,759,759,768,759,759,768,759,759,759,759,759,768,759
"pan_gene_26154",873,873,873,873,873,876,873,873,873,873,873,873,873,873,873,873,876,873,873,876,873,873,873,873,873,876,873
"pan_gene_26155",1185,1185,1095,1095,1185,1185,1095,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,978,1185,1185,1185,1185,1185,1095,1185,1095,1185
"pan_gene_26157",510,510,510,510,510,510,510,510,510,303,510,510,510,510,510,510,510,510,510,510,510,510,510,NA,510,510,510
"pan_gene_26159",1074,1203,1005,1005,NA,1005,NA,1074,NA,1074,1074,1074,1074,1074,1074,1062,1074,999,1074,1074,1074,1074,1074,1005,NA,1005,1074
"pan_gene_2616",2088,2088,2088,2088,2091,2088,2088,2088,2088,2088,2091,2091,2088,2088,2088,2088,2088,2088,2088,2088,2091,2088,2088,2091,2091,2091,2088
"pan_gene_26160",726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726
"pan_gene_26161",618,618,624,618,621,618,621,618,621,618,618,618,618,624,618,618,618,615,618,615,618,618,618,624,621,621,618
"pan_gene_26162",1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647
"pan_gene_26163",897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,555,897
"pan_gene_26164",456,456,456,468,468,468,468,468,468,189,456,468,468,468,468,456,468,468,456,468,468,456,456,462,468,468,468
"pan_gene_26165",552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,630,552,552,552,552,552,552,555,552,552,552
"pan_gene_26166",363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
"pan_gene_26167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_2617",363,363,363,NA,NA,375,NA,NA,360,NA,360,360,NA,NA,363,NA,363,NA,NA,NA,NA,366,NA,360,363,363,363
"pan_gene_26170",1245,1245,1245,1248,1245,1245,1245,1245,1245,1245,1245,1245,1248,1245,NA,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245
"pan_gene_26172",942,942,942,942,942,942,942,942,942,930,942,942,942,942,930,942,942,942,942,942,942,930,942,942,942,942,942
"pan_gene_26173",462,429,471,429,423,423,NA,429,423,423,462,423,474,423,423,NA,423,423,462,423,498,504,462,399,423,423,423
"pan_gene_26174",NA,NA,1293,1293,1293,1293,1293,1293,NA,1293,1293,1293,NA,1293,1293,1293,1293,NA,1293,1293,NA,1293,1293,1293,1293,1293,1293
"pan_gene_26175",342,282,342,282,282,342,282,282,282,261,282,282,342,282,282,342,342,282,282,282,282,282,282,282,282,282,282
"pan_gene_26176",885,654,654,NA,654,654,654,654,654,654,654,654,NA,654,654,654,654,654,654,NA,654,654,654,654,654,654,654
"pan_gene_26177",1767,1716,1716,1767,1629,1659,1629,1767,1629,1767,1767,1716,1767,1767,1743,1767,1743,1743,1767,1659,1767,1716,1767,1716,NA,1716,1743
"pan_gene_26178",1419,1419,1419,1419,1419,1419,1416,1419,1416,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419
"pan_gene_26179",540,540,540,540,540,NA,540,540,540,540,540,540,543,540,543,543,540,540,540,540,540,540,540,540,540,540,540
"pan_gene_2618",930,NA,930,717,930,930,930,717,930,717,930,930,930,930,930,345,447,NA,NA,NA,NA,NA,930,930,930,NA,930
"pan_gene_26180",897,891,909,888,909,909,888,891,NA,909,897,909,909,NA,888,912,894,912,897,909,909,891,897,891,915,888,897
"pan_gene_26181",636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636
"pan_gene_26182",495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495
"pan_gene_26183",1185,1188,1188,1179,1179,1185,1179,1185,1179,963,1197,1185,1179,1197,1179,963,1164,1179,1185,1185,1197,963,1185,1179,1185,1185,1185
"pan_gene_26184",1419,1395,1494,1419,1488,1419,1395,1488,1488,1413,1488,1488,1488,1488,1488,1488,1053,1488,1494,1419,1488,1488,1419,1488,1395,1488,1488
"pan_gene_26185",570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570
"pan_gene_26186",2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139
"pan_gene_26187",702,702,702,702,702,702,702,702,702,NA,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702
"pan_gene_26189",780,777,780,765,780,777,NA,780,780,744,777,837,780,777,762,777,762,762,780,777,777,780,780,762,765,780,777
"pan_gene_26190",1128,1125,1128,1128,1128,1125,1128,1128,1128,1128,1125,1128,1128,1125,1125,1128,1125,1128,1128,1125,1125,1128,1128,1125,1128,1128,1128
"pan_gene_26191",1056,1026,1023,840,1026,1026,1050,1023,867,606,867,912,867,1026,1026,1026,1023,870,867,867,1020,792,867,1023,1026,1026,1023
"pan_gene_26192",486,666,666,423,423,423,486,666,423,423,423,423,423,666,666,666,423,666,666,423,423,666,666,486,423,666,486
"pan_gene_26193",696,696,696,696,696,696,690,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696
"pan_gene_26195",564,564,564,564,564,570,564,564,564,564,564,564,564,564,564,564,564,564,564,570,564,564,564,564,564,564,564
"pan_gene_26196",969,951,969,957,957,945,945,969,945,945,951,969,945,957,969,957,969,957,969,945,951,969,969,969,969,945,957
"pan_gene_26197",516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516
"pan_gene_26198",336,327,336,327,327,336,336,336,330,336,327,336,336,267,336,336,333,336,336,336,327,336,336,336,336,330,336
"pan_gene_26199",1428,1428,1428,1428,1119,1428,1119,1119,1503,1428,1503,1428,1119,1428,1428,1428,1428,1125,1428,1428,1428,1428,1428,1428,1428,1119,1428
"pan_gene_262",1629,1626,1635,1635,1635,1635,1635,1635,1635,1629,1635,1635,1629,1635,1635,1635,1635,1635,1632,1629,1629,1125,1635,1635,1635,1626,1635
"pan_gene_2620",1053,759,765,759,759,765,759,759,759,1053,759,759,759,765,759,759,762,762,1023,762,762,1047,762,759,759,759,759
"pan_gene_26201",546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546
"pan_gene_26203",1254,1254,1254,1254,633,1260,1254,1254,1254,1260,1254,1254,1254,678,1254,1260,1254,1242,1254,1260,1254,1254,1254,1254,1254,1254,1254
"pan_gene_26205",1692,1692,1692,1692,1692,1692,1692,1215,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692
"pan_gene_26206",1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
"pan_gene_26207",639,213,213,213,213,213,213,213,213,381,213,213,213,219,213,639,213,213,213,213,639,213,213,213,213,213,213
"pan_gene_26208",1188,1197,1188,1197,NA,1197,1188,NA,1197,NA,1197,1197,1197,1197,1197,NA,1197,1197,1197,1197,1197,1188,1188,1197,1197,1197,1197
"pan_gene_26209",2994,2994,2994,2994,2994,2994,2721,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994
"pan_gene_2621",1143,1152,1143,1146,1143,1152,1152,1146,1152,1152,1293,1251,1152,1152,1263,1251,1152,1143,1146,1152,1149,1152,1143,1251,1251,1146,1152
"pan_gene_26210",627,627,627,627,627,630,627,603,627,627,627,627,627,975,627,627,627,627,627,627,627,627,627,627,627,627,627
"pan_gene_26211",1914,1923,1914,1914,1914,1914,1914,1914,1914,1914,1923,1914,1914,1914,1923,1914,1914,1914,1923,1914,1923,1914,1914,1923,1923,1914,1914
"pan_gene_26212",1545,1545,1545,1542,1545,1542,1542,1542,1545,1542,1545,1545,1542,1542,1542,1545,1545,1542,1539,1542,1545,1545,1545,1545,1542,1545,1545
"pan_gene_26213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040
"pan_gene_26214",492,489,492,489,489,492,489,492,492,492,489,492,492,492,492,492,492,492,492,492,489,492,492,489,492,492,492
"pan_gene_26215",1620,1623,1620,1620,1620,1623,1620,1620,1623,1623,1620,1620,1623,1620,1623,1620,1620,1623,1620,1623,1620,1620,1620,1623,1620,1623,1620
"pan_gene_26217",489,NA,489,585,585,489,489,489,486,555,489,489,489,489,579,489,585,489,537,489,489,489,489,NA,489,486,489
"pan_gene_26218",1200,1203,1200,1200,1200,1200,363,1200,1200,1203,1200,1200,1200,1200,1203,1200,1200,1200,1200,1200,1200,1200,1200,1203,1200,1200,1200
"pan_gene_26220",2001,2004,2004,2004,2001,2004,2004,2001,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,1869,2004
"pan_gene_26221",747,753,747,744,744,741,744,744,744,753,753,747,741,744,753,747,744,747,747,741,744,747,747,753,747,744,747
"pan_gene_26222",1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1296,1278,1278,1278,1278,1278,1278,1278,1278,1278
"pan_gene_26223",2166,2166,2166,2166,2166,2166,2145,2166,2145,2166,2145,2166,2166,2166,2166,2166,2166,2145,2166,2166,2145,2166,2166,2145,2166,2145,2166
"pan_gene_26224",291,291,291,291,291,291,291,291,291,291,NA,291,291,NA,291,291,291,291,291,291,291,NA,291,NA,291,291,291
"pan_gene_26225",465,NA,327,1740,1740,NA,465,465,465,465,465,465,465,465,465,429,465,465,465,465,1053,465,429,465,465,NA,465
"pan_gene_26226",771,936,936,771,774,771,771,771,771,771,936,936,936,870,771,771,936,771,936,771,771,771,771,771,771,771,771
"pan_gene_26227",630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630
"pan_gene_26228",2154,2154,2154,NA,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154
"pan_gene_2623",1809,1809,1800,1806,1800,1836,1815,1821,1824,1806,1806,1800,1824,1806,1806,1800,1236,1800,1812,1800,1821,1809,1800,1800,1800,1806,1806
"pan_gene_26231",1650,1650,1650,1644,1650,1650,1650,1650,1650,1119,1650,1656,1650,1650,1650,1656,1650,1650,1650,1650,1650,1650,1650,1650,1656,1425,1650
"pan_gene_26232",411,411,411,411,411,411,411,411,411,411,411,417,411,411,411,417,411,411,411,411,411,411,411,411,411,411,411
"pan_gene_26233",1677,1704,1701,1701,NA,1704,1677,1710,1710,1701,1707,780,1719,1701,1701,1398,1704,1713,1710,1704,1701,1701,1704,1683,NA,1677,1701
"pan_gene_26235",1104,1104,1104,1104,1104,1104,1107,1113,1104,1104,1104,1104,1107,1104,1104,1104,1104,1107,1104,1104,1104,1104,1083,1086,1095,1104,1104
"pan_gene_26236",618,618,618,549,618,549,618,594,618,618,618,618,618,618,618,618,612,618,618,663,618,618,618,618,618,618,618
"pan_gene_26237",NA,1497,1497,1497,1497,888,1497,1497,1497,1503,888,1497,1497,1497,1497,1497,1497,1497,1497,888,1497,888,1497,1497,1497,1497,1497
"pan_gene_26238",276,255,255,276,255,255,255,255,255,255,255,255,255,255,255,255,276,255,255,255,NA,255,NA,255,255,NA,255
"pan_gene_26239",1011,1011,1011,NA,NA,NA,1011,NA,975,1011,NA,NA,NA,NA,NA,1011,NA,1011,1011,NA,NA,NA,1011,1011,NA,1011,1011
"pan_gene_2624",1899,1890,1896,1899,1899,1890,1890,1890,1890,1899,1890,1896,1890,1890,1884,1899,1890,1896,1890,1899,1899,1899,1890,1896,1890,1890,1890
"pan_gene_26240",780,780,780,780,780,780,726,789,780,789,726,780,780,726,726,726,789,NA,780,726,780,780,726,NA,789,324,780
"pan_gene_26241",1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1458,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461
"pan_gene_26242",1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629
"pan_gene_26243",1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
"pan_gene_26244",1515,837,603,837,NA,NA,837,NA,NA,852,NA,1260,NA,NA,NA,1386,NA,837,750,NA,NA,NA,1257,1257,837,NA,837
"pan_gene_26245",NA,NA,NA,NA,615,NA,NA,NA,NA,693,NA,NA,NA,NA,NA,NA,489,NA,NA,NA,597,NA,NA,NA,NA,954,615
"pan_gene_26246",420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,NA,NA,861,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,640.5
"pan_gene_26247",444,444,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444
"pan_gene_2625",4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,4443,NA,4443,4443
"pan_gene_26259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_2626",2871,2871,2880,NA,2871,2868,NA,2871,2580,2871,2865,2112,2883,2865,2871,2880,NA,2880,2871,2901,2112,2901,2874,2112,2871,2862,2871
"pan_gene_26260",1656,1656,1656,1656,1656,1656,1656,1656,1656,1236,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656
"pan_gene_26261",375,717,NA,684,NA,NA,NA,774,NA,NA,NA,318,NA,NA,825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.5
"pan_gene_26262",1926,1926,1926,1926,1926,1926,1926,1608,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926
"pan_gene_26263",411,429,411,408,408,411,408,408,408,342,411,408,408,426,411,411,408,408,426,411,408,411,408,408,411,411,409.5
"pan_gene_26264",156,747,807,267,1323,807,NA,267,303,492,825,NA,783,492,597,492,1323,1086,1323,435,NA,735,NA,1323,825,825,765
"pan_gene_26266",1185,1185,1185,NA,708,708,NA,1185,1185,1185,NA,1185,1185,1185,1185,1185,1185,1185,1185,708,1137,NA,1185,1185,1185,1185,1185
"pan_gene_26267",1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422
"pan_gene_26268",465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465
"pan_gene_26269",1212,1212,1215,1215,1212,1215,1218,1212,1215,786,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1218,1215,1215,1212,1215,1215,1215
"pan_gene_2627",762,762,774,768,762,774,774,762,762,762,762,762,762,762,774,774,774,774,762,768,762,762,756,762,762,774,762
"pan_gene_26271",2241,2241,2244,2241,2241,2241,2241,2241,NA,2076,2241,2076,1437,2076,2244,2241,2241,2244,2244,2241,2244,2241,2241,2241,2244,1974,2241
"pan_gene_26273",837,837,822,837,837,369,831,837,477,822,492,822,822,822,822,492,339,NA,477,822,837,837,486,852,477,786,822
"pan_gene_26275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_26277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_26279",648,NA,NA,801,648,648,648,NA,NA,648,648,NA,795,648,864,648,NA,NA,648,NA,648,648,648,NA,648,648,648
"pan_gene_2628",1212,660,1215,1215,1212,1212,1212,1212,1215,NA,1215,1215,1218,NA,NA,NA,1218,1215,1212,1212,1212,1212,1215,1215,1215,1215,1215
"pan_gene_26280",1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131
"pan_gene_26281",405,369,369,369,369,369,405,369,369,369,405,369,369,369,369,369,399,369,369,369,537,369,363,369,369,369,369
"pan_gene_26282",1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569
"pan_gene_26283",774,774,774,774,774,774,774,774,774,768,774,774,774,774,774,774,426,774,774,774,774,NA,702,774,774,774,774
"pan_gene_26284",1473,1473,747,1473,1464,1470,1473,1479,1473,1467,1467,1467,798,1467,747,747,1473,747,1467,1470,1479,1467,1473,NA,1467,1473,1467
"pan_gene_26286",675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675
"pan_gene_26287",1026,1026,NA,1026,NA,1026,1026,1026,1026,1026,1026,1026,NA,1026,NA,NA,1026,NA,1026,1026,1026,1026,1026,804,1026,1026,1026
"pan_gene_26288",1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1332,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335
"pan_gene_26289",792,792,792,792,792,792,792,798,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792
"pan_gene_2629",843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,1437,843,843,843,843,843
"pan_gene_26290",708,708,NA,1065,720,714,1074,1074,714,1074,1077,1074,714,1077,840,714,702,1083,708,714,NA,1077,714,708,714,1080,717
"pan_gene_26292",1500,1500,1500,1497,NA,NA,1494,1500,1497,1503,1515,1494,1497,1503,1500,1512,1515,1500,1515,1494,1497,1494,1494,1497,1494,1515,1500
"pan_gene_26293",2325,2325,2325,2307,2325,2319,2325,2325,2325,2316,2316,2325,2325,2316,2325,2325,2325,2325,2325,2319,2325,2325,2325,2328,2316,2325,2325
"pan_gene_26294",660,660,657,660,660,660,660,660,660,435,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660
"pan_gene_26296",321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
"pan_gene_26297",687,687,687,696,687,696,696,687,687,696,687,696,696,696,687,210,687,687,696,696,687,696,687,696,768,687,687
"pan_gene_26298",1455,1455,1455,1455,1461,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455,1455
"pan_gene_26299",1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386
"pan_gene_2630",1932,1932,1938,1938,1938,1938,1938,1938,1932,1932,1932,1932,1932,1938,1938,1932,1932,1938,1938,1938,1938,1932,1938,1932,NA,1938,1938
"pan_gene_26300",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300
"pan_gene_26302",1692,1692,1692,1692,1245,1713,1692,1245,1692,1692,1692,1692,1692,1692,1692,1713,1692,1692,1692,1386,996,1692,1692,1692,1332,1692,1692
"pan_gene_26303",1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623
"pan_gene_26305",1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071
"pan_gene_26306",957,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950
"pan_gene_26307",1512,1512,1512,1512,NA,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512
"pan_gene_26308",696,645,645,645,633,645,645,645,645,NA,645,645,645,645,645,645,645,645,645,645,645,633,645,645,633,645,645
"pan_gene_26309",2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,NA,2430,2430,2430,2430
"pan_gene_26310",969,1230,969,969,1230,969,969,1266,969,969,1230,969,969,969,969,969,738,969,969,969,969,969,1230,969,969,969,969
"pan_gene_26311",NA,NA,NA,NA,NA,NA,NA,NA,1785,NA,NA,1956,NA,NA,NA,NA,NA,1956,NA,NA,NA,NA,NA,1947,1947,NA,1947
"pan_gene_26312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_26313",2298,2103,NA,NA,1593,2100,2100,2100,2100,1656,2100,2103,2100,NA,NA,NA,2100,1743,2100,2100,1593,2100,1596,2103,2103,2100,2100
"pan_gene_26314",717,717,711,711,711,711,NA,NA,NA,714,720,NA,711,711,720,702,720,705,714,NA,714,702,717,717,717,711,714
"pan_gene_26315",2463,2463,2460,2463,2259,2463,2466,2463,2463,2463,2466,2463,2460,2463,NA,1566,2466,2463,2463,2463,2463,2466,2463,2463,2463,2460,2463
"pan_gene_26316",576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576
"pan_gene_26318",NA,1080,1080,1080,1080,1080,1080,1080,1071,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1074,1080,1080,1080
